store_id,invoice_id,supplier_number,invoice_number,return_invoice,status,method,cod,user_id,external_po_number,major_dept_number,invoice_date,delivery_timestamp,check_in_timestamp,final_timestamp,flags,base_total_qty,base_total_net,final_total_qty,final_misc_charge,final_misc_allowance,final_total_net,final_total_retail,num_line_items,i_audit
340022,539,3629745,110040342555608       ,True,2,2,False,60366     ,NULL                  ,,2023-04-27,2023-04-27 19:50:46-04:00,2023-04-27 12:08:55-04:00,2023-04-27 23:03:48-04:00,12288,15.0,583.2,15.0,0.0,0.0,48.6,52.35,1,False
410058,549,4977635,897653507244612       ,False,2,5,True,46389     ,NULL                  ,,2023-04-18,2023-04-18 02:12:06-04:00,2023-04-18 16:11:58-04:00,2023-04-18 14:09:22-04:00,12288,96.0,943.6,96.0,0.0,0.0,1183.6,1547.04,8,False
340003,552,4977635,752685804516595       ,True,2,5,True,90027     ,NULL                  ,,2023-04-18,2023-04-18 23:06:47-04:00,2023-04-18 12:42:16-04:00,2023-04-18 03:27:41-04:00,12288,96.0,943.6,96.0,0.0,0.0,1919.6,1547.04,8,False
340042,553,9179773,142015021626991       ,False,2,5,False,,NULL                  ,,2023-04-24,2023-04-24 16:07:00-04:00,2023-04-24 19:22:06-04:00,2023-04-24 20:56:01-04:00,12289,63.0,389.62,63.0,0.0,0.0,393.56,561.28,19,False
410064,554,9179773,879433166364758       ,False,2,5,False,,NULL                  ,,2023-04-24,2023-04-24 05:39:29-04:00,2023-04-24 04:48:17-04:00,2023-04-24 09:18:07-04:00,12289,168.0,586.69,168.0,0.0,0.0,592.62,827.02,29,False
340034,573,3629745,940339604372629       ,False,2,2,False,82268     ,NULL                  ,,2023-04-28,2023-04-28 02:16:58-04:00,2023-04-28 09:50:34-04:00,2023-04-28 21:36:47-04:00,12288,24.0,600.0,24.0,0.0,0.0,933.12,1005.12,2,False
410070,576,3629745,577105761685007       ,True,2,2,False,38869     ,NULL                  ,,2023-04-28,2023-04-28 19:05:53-04:00,2023-04-28 17:18:09-04:00,2023-04-28 20:27:14-04:00,12288,24.0,300.0,24.0,0.0,0.0,77.76,83.76,2,False
340019,579,3553315,836307428601119       ,False,2,6,False,31184     ,NULL                  ,,2023-03-01,2023-03-01 11:47:27-05:00,2023-03-01 11:09:30-05:00,2023-03-01 21:34:35-05:00,12296,751.0,13276.07,751.0,0.0,0.0,13274.51,12839.61,115,False
410084,580,3553315,807289378855539       ,False,2,6,False,93078     ,NULL                  ,,2023-03-01,2023-03-01 13:12:37-05:00,2023-03-01 19:12:47-05:00,2023-03-01 01:40:29-05:00,12296,751.0,13276.07,553.0,0.0,0.0,9790.11,10092.05,115,False
340015,587,3553315,744176331347286       ,True,3,6,False,70503     ,NULL                  ,,2023-03-01,2023-03-01 01:16:27-05:00,2023-03-01 08:40:29-05:00,2023-03-01 10:11:35-05:00,12296,751.0,13275.99,751.0,0.0,0.0,56540.0,12839.61,115,False
340010,588,3553315,814469830478224       ,True,2,6,False,64766     ,NULL                  ,,2023-03-01,2023-03-01 06:16:14-05:00,2023-03-01 21:05:30-05:00,2023-03-01 01:36:33-05:00,12296,751.0,13276.07,751.0,0.0,0.0,24276.42,12839.61,115,False
410092,599,4977635,198762835086707       ,False,2,5,True,91520     ,NULL                  ,,2023-04-18,2023-04-18 17:57:19-04:00,2023-04-18 16:41:43-04:00,2023-04-18 20:41:10-04:00,12288,96.0,943.6,96.0,0.0,0.0,943.6,1547.04,8,False
410069,605,4977635,820978590715779       ,False,2,5,True,16216     ,NULL                  ,,2023-04-18,2023-04-18 18:29:57-04:00,2023-04-19 00:16:49-04:00,2023-04-18 23:30:55-04:00,12288,96.0,2079.6,96.0,0.0,0.0,1919.6,1547.04,8,False
340043,607,5963353,389386417559844       ,True,2,6,False,93682     ,NULL                  ,,2023-03-02,2023-03-02 07:43:00-05:00,2023-03-02 00:13:36-05:00,2023-03-02 18:51:32-05:00,12296,2.0,-15.66,2.0,0.0,0.0,15.66,15.98,2,False
340017,608,5963353,844165843913531       ,True,2,6,False,42958     ,NULL                  ,,2023-03-02,2023-03-02 04:51:30-05:00,2023-03-02 10:15:05-05:00,2023-03-02 20:58:24-05:00,12296,41.0,-237.02,41.0,0.0,0.0,237.02,204.79,9,False
340009,611,3553315,939130593411166       ,False,2,6,False,40728     ,NULL                  ,,2023-03-02,2023-03-02 20:35:11-05:00,2023-03-02 06:36:17-05:00,2023-03-02 23:08:30-05:00,12296,751.0,13276.07,751.0,0.0,0.0,12711.95,12839.61,115,False
340002,612,3553315,212300125915415       ,False,2,6,False,35759     ,NULL                  ,,2023-03-02,2023-03-02 07:16:58-05:00,2023-03-02 04:44:56-05:00,2023-03-02 00:52:44-05:00,12296,751.0,13276.07,774.0,0.0,0.0,13090.8,13582.57,115,False
340040,613,3553315,652612033598694       ,False,2,6,False,86794     ,NULL                  ,,2023-03-02,2023-03-02 00:11:06-05:00,2023-03-02 03:38:50-05:00,2023-03-02 10:05:11-05:00,12296,751.0,13276.07,661.0,0.0,0.0,11336.75,11985.53,115,False
410057,614,3553315,101388713931537       ,False,2,6,False,22171     ,NULL                  ,,2023-03-02,2023-03-02 18:25:59-05:00,2023-03-02 02:57:56-05:00,2023-03-02 13:12:16-05:00,12296,751.0,13275.99,716.0,0.0,0.0,13892.27,13394.97,115,False
340045,615,3553315,999020507634332       ,False,2,6,False,28257     ,NULL                  ,,2023-03-02,2023-03-02 04:21:39-05:00,2023-03-02 00:19:35-05:00,2023-03-02 06:44:49-05:00,12296,751.0,13275.99,743.0,0.0,0.0,12330.83,12648.25,115,False
340030,617,3553315,931351444613836       ,True,2,6,False,37928     ,NULL                  ,,2023-03-02,2023-03-02 18:45:29-05:00,2023-03-02 03:59:16-05:00,2023-03-02 09:13:56-05:00,12296,751.0,24276.42,751.0,0.0,0.0,25999.7,12839.61,115,False
340020,618,3553315,123742535558091       ,True,2,6,False,11646     ,NULL                  ,,2023-03-02,2023-03-02 02:17:22-05:00,2023-03-02 13:00:16-05:00,2023-03-02 06:19:13-05:00,12296,751.0,24276.42,764.0,0.0,0.0,26887.72,13206.05,115,False
340046,622,3629745,888271573053031       ,False,2,2,False,93951     ,NULL                  ,,2023-03-03,2023-03-03 09:55:44-05:00,2023-03-03 22:52:10-05:00,2023-03-03 08:21:17-05:00,12288,15.0,600.0,15.0,0.0,0.0,584.52,628.2,2,False
340007,623,3553315,988100227712632       ,True,2,6,False,36635     ,NULL                  ,,2023-03-03,2023-03-03 16:49:55-05:00,2023-03-03 19:06:27-05:00,2023-03-03 18:05:35-05:00,12296,751.0,24276.42,751.0,0.0,0.0,24596.56,12839.61,115,False
410081,624,8537770,381498703186347       ,False,2,1,False,98677     ,NULL                  ,1040.0,2023-03-03,2023-03-03 20:20:23-05:00,2023-03-03 15:36:10-05:00,2023-03-03 05:29:26-05:00,16384,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0,False
340005,627,9179773,459858544647151       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 17:23:44-04:00,2023-03-19 03:26:50-04:00,2023-03-19 03:27:14-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.97,1330.35,23,False
340024,628,9179773,479714266498087       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 11:40:40-04:00,2023-03-19 17:15:17-04:00,2023-03-19 06:59:48-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,265.72,16,False
410060,629,9179773,237748184739410       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 14:23:34-04:00,2023-03-19 01:09:27-04:00,2023-03-19 01:59:39-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.97,1330.35,23,False
340027,630,9179773,838400486669499       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 03:43:39-04:00,2023-03-19 20:06:05-04:00,2023-03-19 01:13:11-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,265.72,16,False
410075,631,9179773,380495055089089       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-20 00:56:50-04:00,2023-03-19 05:54:15-04:00,2023-03-19 02:56:28-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.97,1330.35,23,False
340031,632,9179773,186997236089998       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 17:09:35-04:00,2023-03-19 07:42:13-04:00,2023-03-19 23:21:42-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,265.72,16,False
340047,633,9179773,611159335646069       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 16:03:38-04:00,2023-03-19 06:38:10-04:00,2023-03-19 19:52:53-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.97,1330.35,23,False
340018,634,9179773,150356627207237       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 08:54:17-04:00,2023-03-19 03:46:39-04:00,2023-03-19 22:44:23-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,265.72,16,False
340039,635,3629745,253089100085678       ,False,2,2,False,76438     ,NULL                  ,,2023-03-04,2023-03-04 04:42:39-05:00,2023-03-04 09:32:04-05:00,2023-03-04 16:40:27-05:00,12288,1.0,38.0,1.0,0.0,0.0,38.99,41.88,1,False
340044,636,3629745,913341055666194       ,False,2,2,False,73295     ,NULL                  ,,2023-03-04,2023-03-04 11:08:14-05:00,2023-03-04 02:44:14-05:00,2023-03-04 08:04:50-05:00,12288,1.0,38.99,1.0,0.0,0.0,38.99,41.88,1,False
340013,637,9179773,376514480880688       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 17:41:22-04:00,2023-03-20 00:31:18-04:00,2023-03-19 15:46:52-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.97,1330.35,23,False
340026,638,9179773,578923607699624       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 07:16:21-04:00,2023-03-19 16:34:27-04:00,2023-03-19 17:53:27-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,265.72,16,False
410090,639,9179773,102627098051777       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 16:49:54-04:00,2023-03-19 19:53:50-04:00,2023-03-20 00:04:31-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.97,1330.35,23,False
410061,640,9179773,728164067276987       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 07:58:51-04:00,2023-03-19 14:01:26-04:00,2023-03-19 23:02:17-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,265.72,16,False
410086,641,9179773,818059189167670       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 22:00:45-04:00,2023-03-19 01:00:59-04:00,2023-03-19 19:48:36-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.97,1330.35,23,False
410097,642,9179773,630161551991804       ,False,2,5,False,,NULL                  ,,2023-03-19,2023-03-19 16:00:28-04:00,2023-03-20 00:37:46-04:00,2023-03-19 08:40:35-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,265.72,16,False
410054,643,3629745,416209836049922       ,False,2,2,False,46479     ,NULL                  ,,2023-03-08,2023-03-08 14:38:44-05:00,2023-03-08 20:40:20-05:00,2023-03-08 08:31:54-05:00,12288,15.0,600.0,27.0,0.0,0.0,1051.41,1130.76,2,False
340041,664,3629745,909485350415263       ,False,2,2,False,31192     ,NULL                  ,,2023-03-13,2023-03-13 14:18:18-04:00,2023-03-13 18:55:31-04:00,2023-03-13 12:14:57-04:00,12288,15.0,600.0,15.0,0.0,0.0,550.8,628.2,2,False
410095,665,3629745,875362394742833       ,False,2,2,False,69884     ,NULL                  ,,2023-03-13,2023-03-13 18:06:04-04:00,2023-03-13 03:58:38-04:00,2023-03-13 03:47:51-04:00,12288,15.0,600.0,15.0,0.0,0.0,729.0,718.2,1,False
340001,666,3629745,194927063266113       ,False,2,2,False,58617     ,NULL                  ,,2023-03-13,2023-03-13 06:19:31-04:00,2023-03-13 21:42:36-04:00,2023-03-13 22:45:15-04:00,12288,1.0,33.25,1.0,0.0,0.0,36.72,41.88,1,False
410068,667,3629745,693580270890874       ,False,2,2,False,13316     ,NULL                  ,,2023-03-12,2023-03-12 22:57:23-04:00,2023-03-12 07:25:40-04:00,2023-03-12 04:10:53-04:00,12288,15.0,600.0,15.0,0.0,0.0,550.8,628.2,1,False
340008,668,3629745,907738220127274       ,False,2,2,False,28883     ,NULL                  ,,2023-03-17,2023-03-17 01:10:00-04:00,2023-03-17 16:05:12-04:00,2023-03-17 14:05:04-04:00,12288,12.0,500.0,12.0,0.0,0.0,440.64,502.56,1,False
340037,669,3629745,981632718093814       ,False,2,2,False,82497     ,NULL                  ,,2023-03-17,2023-03-17 16:44:33-04:00,2023-03-17 10:22:00-04:00,2023-03-17 14:21:22-04:00,12288,15.0,500.0,12.0,0.0,0.0,440.64,502.56,1,False
340004,670,3629745,825662208130743       ,True,2,2,False,62017     ,NULL                  ,,2023-03-17,2023-03-17 18:08:10-04:00,2023-03-17 13:23:56-04:00,2023-03-17 15:38:33-04:00,12288,12.0,600.0,12.0,0.0,0.0,48.6,47.88,1,False
340036,671,3629745,564109425459698       ,True,2,2,False,74388     ,NULL                  ,,2023-03-17,2023-03-17 06:46:13-04:00,2023-03-17 17:29:04-04:00,2023-03-17 10:45:44-04:00,12288,15.0,600.0,15.0,0.0,0.0,45.9,52.35,1,False
410059,672,5963353,239209342204523       ,False,2,6,False,11369     ,NULL                  ,,2023-03-18,2023-03-18 22:04:16-04:00,2023-03-18 18:29:25-04:00,2023-03-18 10:24:32-04:00,12296,451.0,8332.74,449.0,0.0,0.0,8294.45,8824.22,158,False
410056,673,1771394,333664688864416       ,False,2,5,False,48688     ,NULL                  ,,2023-03-18,2023-03-18 04:24:47-04:00,2023-03-18 13:27:25-04:00,2023-03-18 02:13:02-04:00,12290,472.0,989.02,472.0,0.0,0.0,989.02,1711.48,17,False
340006,675,3629745,168768604803895       ,False,2,2,False,59494     ,NULL                  ,,2023-03-18,2023-03-18 03:23:02-04:00,2023-03-18 21:56:47-04:00,2023-03-18 17:14:28-04:00,12288,15.0,600.0,12.0,0.0,0.0,440.64,502.56,1,False
410066,683,3629745,645292333228677       ,False,2,2,False,45053     ,NULL                  ,,2023-03-19,2023-03-19 16:05:14-04:00,2023-03-19 01:45:48-04:00,2023-03-19 23:28:56-04:00,12288,15.0,600.0,15.0,0.0,0.0,550.8,628.2,2,False
340038,684,3629745,867496255158058       ,False,2,2,False,70364     ,NULL                  ,,2023-03-22,2023-03-22 08:37:15-04:00,2023-03-22 10:34:27-04:00,2023-03-22 18:23:07-04:00,12288,15.0,600.0,15.0,0.0,0.0,550.8,628.2,2,False
410098,685,3629745,361067315747321       ,False,2,2,False,87104     ,NULL                  ,,2023-03-24,2023-03-24 10:57:21-04:00,2023-03-24 17:36:15-04:00,2023-03-24 12:21:35-04:00,12288,15.0,600.0,16.0,0.0,0.0,730.08,742.08,2,False
340023,686,9362174,712577505698402       ,False,2,2,True,93648     ,NULL                  ,,2023-03-22,2023-03-22 19:21:41-04:00,2023-03-22 01:43:54-04:00,2023-03-22 13:29:07-04:00,12288,24.0,120.0,24.0,0.0,0.0,95.82,107.76,2,False
410063,687,3629745,354635044977818       ,False,2,1,False,27453     ,NULL                  ,606.0,2023-03-31,2023-03-31 04:53:07-04:00,2023-03-31 22:42:25-04:00,2023-03-31 16:44:02-04:00,16384,0.0,0.0,15.0,0.0,0.0,600.0,0.0,0,False
340035,688,3629745,777130861736387       ,False,2,1,False,60490     ,NULL                  ,101.0,2023-03-31,2023-03-31 06:21:24-04:00,2023-03-31 13:39:35-04:00,2023-03-31 21:50:02-04:00,16384,0.0,0.0,12.0,0.0,0.0,500.0,0.0,0,False
410099,689,8709578,733543290848494       ,False,2,2,False,46236     ,NULL                  ,,2023-02-01,2023-02-01 05:04:58-05:00,2023-02-01 07:28:47-05:00,2023-02-01 08:19:13-05:00,12288,17.0,1160.73,17.0,0.0,0.0,65.54,14.83,8,False
410080,691,9977650,435511407154107       ,False,2,2,True,28542     ,NULL                  ,,2023-02-02,2023-02-02 00:43:49-05:00,2023-02-02 12:35:00-05:00,2023-02-02 14:10:57-05:00,12288,1.0,10.0,1.0,0.0,0.0,76.75,101.46,1,False
410096,695,3629745,192544659586137       ,False,2,2,False,98977     ,NULL                  ,,2023-02-13,2023-02-13 06:06:08-05:00,2023-02-13 02:52:13-05:00,2023-02-13 21:24:19-05:00,12288,14.0,497.28,14.0,0.0,0.0,475.2,466.56,5,False
410092,696,3629745,400223623930655       ,False,2,2,False,91520     ,NULL                  ,,2023-02-14,2023-02-14 19:51:26-05:00,2023-02-14 23:06:11-05:00,2023-02-14 04:44:34-05:00,12288,14.0,475.2,14.0,0.0,0.0,475.2,466.56,5,False
340049,697,3629745,921788452084617       ,False,2,2,False,27960     ,NULL                  ,,2023-02-13,2023-02-13 10:06:10-05:00,2023-02-13 04:48:51-05:00,2023-02-13 22:37:26-05:00,12288,14.0,300.0,11.0,0.0,0.0,293.04,319.12,3,False
340025,698,3629745,426485785469733       ,False,3,2,False,49909     ,NULL                  ,,2023-02-12,2023-02-12 21:40:56-05:00,2023-02-12 13:46:51-05:00,2023-02-12 03:00:16-05:00,12288,1.0,1.0,1.0,0.0,0.0,36.72,41.88,1,False
410053,699,3629745,448378666914322       ,False,2,2,False,56774     ,NULL                  ,,2023-02-12,2023-02-12 11:32:20-05:00,2023-02-12 07:03:24-05:00,2023-02-12 13:00:31-05:00,12288,1.0,1.0,1.0,0.0,0.0,36.72,41.88,1,False
340016,302,9179773,944031049294021       ,False,2,5,False,,NULL                  ,,2023-03-04,2023-03-04 13:42:41-05:00,2023-03-04 20:35:03-05:00,2023-03-04 05:08:53-05:00,12289,53.0,493.72,53.0,0.0,0.0,498.71,717.32,23,False
410052,303,9179773,740981708015963       ,False,2,5,False,,NULL                  ,,2023-03-04,2023-03-04 18:37:05-05:00,2023-03-04 11:21:49-05:00,2023-03-04 03:32:21-05:00,12289,257.0,977.42,257.0,0.0,0.0,980.71,1415.7,59,False
340050,446,9179773,719365755583274       ,False,2,5,False,,NULL                  ,,2023-03-04,2023-03-04 02:22:39-05:00,2023-03-04 18:13:10-05:00,2023-03-04 13:02:22-05:00,12289,95.0,1092.81,95.0,0.0,0.0,1103.85,1566.33,30,False
410087,447,9179773,453575056478895       ,False,2,5,False,,NULL                  ,,2023-03-04,2023-03-04 15:49:13-05:00,2023-03-04 02:59:39-05:00,2023-03-04 08:24:08-05:00,12289,291.0,1254.2,291.0,0.0,0.0,1263.58,1803.35,54,False
410085,714,9179773,356270534355116       ,False,2,5,False,,NULL                  ,,2023-03-04,2023-03-04 21:56:14-05:00,2023-03-04 12:56:41-05:00,2023-03-04 09:47:43-05:00,12289,51.0,231.36,51.0,0.0,0.0,233.7,366.93,15,False
410088,715,9179773,881303261389309       ,False,2,5,False,,NULL                  ,,2023-03-04,2023-03-04 04:17:09-05:00,2023-03-04 08:21:37-05:00,2023-03-04 06:40:01-05:00,12289,115.0,374.41,115.0,0.0,0.0,377.17,573.89,27,False
340028,583,9179773,302206584688904       ,False,2,5,False,,NULL                  ,,2023-03-04,2023-03-04 06:16:55-05:00,2023-03-04 04:56:35-05:00,2023-03-04 14:24:09-05:00,12289,42.0,535.51,42.0,0.0,0.0,540.92,772.0,8,False
410055,170,1771394,125570920280807       ,False,2,2,False,66734     ,NULL                  ,,2023-02-10,2023-02-10 13:26:12-05:00,2023-02-10 22:00:53-05:00,2023-02-10 17:25:53-05:00,12289,100.0,100.0,100.0,0.0,0.0,1170.0,19900.0,1,False
410100,256,9179773,622058839277653       ,False,2,5,False,,NULL                  ,,2023-03-10,2023-03-10 18:24:53-05:00,2023-03-10 20:06:08-05:00,2023-03-10 10:04:49-05:00,12289,4.0,14.69,4.0,0.0,0.0,14.84,21.96,2,False
410072,257,9179773,109633900927994       ,False,2,5,False,,NULL                  ,,2023-03-10,2023-03-10 08:16:44-05:00,2023-03-10 02:47:52-05:00,2023-03-10 00:35:18-05:00,12289,158.0,718.12,158.0,0.0,0.0,725.37,9789.68,40,False
410067,275,4977635,783977324086070       ,False,2,5,False,59826     ,NULL                  ,,2023-02-10,2023-02-10 02:23:26-05:00,2023-02-10 15:13:09-05:00,2023-02-10 09:31:11-05:00,12288,1.0,119.95,12.0,0.0,0.0,119.95,155.88,1,False
340048,276,4977635,878611698457070       ,False,2,5,False,58295     ,NULL                  ,,2023-02-10,2023-02-10 19:11:00-05:00,2023-02-10 01:40:45-05:00,2023-02-10 05:39:24-05:00,12288,1.0,-295.9,198.0,0.0,0.0,3833.05,10212.6,30,False
410062,277,3553315,534043835654857       ,False,2,6,False,64893     ,NULL                  ,,2023-03-08,2023-03-08 16:42:49-05:00,2023-03-08 07:39:37-05:00,2023-03-08 12:23:06-05:00,12296,191.0,3313.35,186.0,0.0,0.0,2907.96,4618.55,69,False
340014,278,9068305,402867299560373       ,False,2,6,False,25846     ,NULL                  ,,2023-03-08,2023-03-08 16:46:52-05:00,2023-03-08 17:59:34-05:00,2023-03-08 02:00:35-05:00,12288,412.0,1646.62,126.0,0.0,0.0,719.61,4994.76,34,False
340033,281,5963353,799065676391183       ,False,2,6,False,30951     ,NULL                  ,,2023-03-09,2023-03-09 13:49:03-05:00,2023-03-09 16:07:57-05:00,2023-03-09 22:59:36-05:00,12288,3.0,-12.0,6.0,0.0,0.0,24.0,329.4,1,False
340021,284,3629745,838343550016540       ,True,2,5,False,62280     ,NULL                  ,,2023-03-09,2023-03-09 18:35:23-05:00,2023-03-09 09:30:58-05:00,2023-03-09 10:41:47-05:00,12288,10.0,37.06,60.0,0.0,0.0,212.76,1966.74,4,False
410065,294,9977650,329287927465665       ,False,2,2,True,10601     ,NULL                  ,,2023-03-09,2023-03-09 01:58:23-05:00,2023-03-09 11:56:07-05:00,2023-03-09 21:54:20-05:00,12288,1.0,10.0,1.0,0.0,0.0,47.97,599.8,1,False
340011,296,3629745,939779287446103       ,True,2,2,False,16672     ,NULL                  ,,2023-03-10,2023-03-10 12:07:19-05:00,2023-03-10 15:53:46-05:00,2023-03-10 23:27:01-05:00,12288,15.0,600.0,15.0,0.0,0.0,42.6,52.35,2,False
410093,297,3629745,542641736455585       ,False,2,2,False,13514     ,NULL                  ,,2023-03-10,2023-03-10 08:55:42-05:00,2023-03-10 19:07:49-05:00,2023-03-10 20:19:18-05:00,12288,15.0,527.0,15.0,0.0,0.0,511.2,628.2,2,False
410074,298,3629745,936292859096012       ,False,2,2,False,77078     ,NULL                  ,,2023-03-10,2023-03-10 08:17:48-05:00,2023-03-10 16:39:55-05:00,2023-03-10 13:33:09-05:00,12288,15.0,600.0,15.0,0.0,0.0,511.2,628.2,1,False
410077,299,3629745,496953117746638       ,True,2,2,False,61547     ,NULL                  ,,2023-03-10,2023-03-10 11:55:32-05:00,2023-03-10 00:01:24-05:00,2023-03-10 23:29:06-05:00,12288,15.0,527.0,15.0,0.0,0.0,42.6,52.35,2,False
340032,300,9068305,123981598662233       ,False,2,2,False,82858     ,NULL                  ,,2023-03-10,2023-03-10 09:41:46-05:00,2023-03-10 11:41:12-05:00,2023-03-10 18:28:42-05:00,12288,15.0,527.0,6.0,0.0,0.0,691.2,0.0,1,False
410083,301,9068305,806838690628443       ,False,2,2,False,56913     ,NULL                  ,,2023-03-10,2023-03-10 16:39:50-05:00,2023-03-10 19:44:15-05:00,2023-03-10 09:50:51-05:00,12288,15.0,527.0,0.0,0.0,0.0,0.0,0.0,0,False
410089,302,9068305,561379279436235       ,False,2,2,False,99654     ,NULL                  ,,2023-03-10,2023-03-10 11:03:20-05:00,2023-03-10 17:28:01-05:00,2023-03-10 05:37:45-05:00,12288,15.0,66.0,15.0,0.0,0.0,1728.0,0.0,1,False
340029,303,9068305,574834082681271       ,False,2,2,False,24003     ,NULL                  ,,2023-03-10,2023-03-10 22:31:49-05:00,2023-03-10 22:05:42-05:00,2023-03-10 03:31:02-05:00,12288,15.0,600.0,15.0,0.0,0.0,1728.0,0.0,1,False
410078,304,3629745,546936258542765       ,True,2,2,False,91561     ,NULL                  ,,2023-03-13,2023-03-13 03:42:41-04:00,2023-03-13 16:04:28-04:00,2023-03-13 04:35:50-04:00,12288,15.0,527.0,15.0,0.0,0.0,42.6,52.35,2,False
410082,305,3629745,126333056321968       ,False,2,2,False,11481     ,NULL                  ,,2023-03-13,2023-03-13 15:53:21-04:00,2023-03-13 03:44:54-04:00,2023-03-13 02:38:20-04:00,12288,20.0,600.0,20.0,0.0,0.0,792.0,897.6,2,False
410094,306,5963353,411175551943286       ,False,2,6,False,20210     ,NULL                  ,,2023-03-13,2023-03-13 16:35:18-04:00,2023-03-13 22:04:05-04:00,2023-03-13 18:13:12-04:00,12288,241.0,3470.88,231.0,0.0,0.0,3264.62,6332.14,67,False
410091,307,5963353,927415904716893       ,False,2,6,False,31101     ,NULL                  ,,2023-03-13,2023-03-13 16:35:03-04:00,2023-03-13 22:22:04-04:00,2023-03-13 21:02:53-04:00,12296,241.0,3470.88,231.0,0.0,0.0,3264.62,6332.14,67,False
410073,308,9068305,423818924573580       ,False,2,2,False,93641     ,NULL                  ,,2023-03-13,2023-03-13 16:01:45-04:00,2023-03-13 03:12:43-04:00,2023-03-13 22:44:30-04:00,12288,15.0,600.0,10.0,0.0,0.0,1152.0,0.0,1,False
410071,309,5963353,414681033119822       ,False,2,6,False,19676     ,NULL                  ,,2023-03-13,2023-03-13 08:52:54-04:00,2023-03-13 18:05:04-04:00,2023-03-13 20:04:42-04:00,12296,241.0,3470.88,258.0,0.0,0.0,4193.03,6332.14,67,False
410051,310,5963353,322169992055663       ,False,2,6,False,66137     ,NULL                  ,,2023-03-13,2023-03-13 11:27:09-04:00,2023-03-13 21:52:34-04:00,2023-03-13 13:02:31-04:00,12288,241.0,3470.88,231.0,0.0,0.0,3264.62,6332.14,67,True
410079,311,9068305,445649622469479       ,False,2,2,False,70805     ,NULL                  ,,2023-03-14,2023-03-14 11:51:59-04:00,2023-03-14 10:00:22-04:00,2023-03-14 01:37:30-04:00,12288,15.0,500.0,15.0,0.0,0.0,1728.0,0.0,1,False
340012,312,3621436,817691406988066       ,False,2,2,False,40387     ,NULL                  ,,2023-03-14,2023-03-14 02:38:39-04:00,2023-03-14 05:19:16-04:00,2023-03-14 07:10:39-04:00,12288,15.0,600.0,15.0,0.0,0.0,2022.6,0.0,2,False
340022,314,3629745,197377731786379       ,True,2,2,False,60366     ,NULL                  ,,2023-03-14,2023-03-14 01:12:36-04:00,2023-03-14 15:28:26-04:00,2023-03-14 17:05:15-04:00,12288,15.0,500.0,15.0,0.0,0.0,56.4,59.85,1,False
410058,315,3629745,560393051380656       ,False,2,2,False,46389     ,NULL                  ,,2023-03-14,2023-03-14 19:20:24-04:00,2023-03-14 05:23:13-04:00,2023-03-14 10:31:01-04:00,12288,15.0,600.0,15.0,0.0,0.0,676.8,718.2,1,False
340003,316,9068305,300713151706680       ,False,2,2,False,90027     ,NULL                  ,,2023-03-14,2023-03-14 20:59:15-04:00,2023-03-14 16:54:12-04:00,2023-03-14 17:10:06-04:00,12288,15.0,600.0,15.0,0.0,0.0,1728.0,0.0,1,False
340042,317,3629745,419441713801891       ,False,2,2,False,49362     ,NULL                  ,,2023-03-14,2023-03-14 02:44:12-04:00,2023-03-14 10:57:48-04:00,2023-03-14 12:02:08-04:00,12288,16.0,600.0,16.0,0.0,0.0,545.28,670.08,2,False
410064,318,9068305,105479691593953       ,False,2,2,False,38001     ,NULL                  ,,2023-03-14,2023-03-14 06:06:31-04:00,2023-03-14 02:09:18-04:00,2023-03-14 17:20:22-04:00,12288,15.0,600.0,15.0,0.0,0.0,1728.0,0.0,1,False
